log_id,district,crop_type,growth_stage,kc_value,t_max_c,t_min_c,solar_rad_mjm2,et0_mm_day,crop_water_need_mm_day,rain_7d_mm,effective_rain_mm,recommended_irrigation_mm_week,recommended_irrigation_liters_acre,n_deficit_kg_acre,p_deficit_kg_acre,k_deficit_kg_acre,urea_kg_acre,dap_kg_acre,mop_kg_acre
164,Vellore,Sugarcane,Mid-season,1.25,39.8,33.5,20.0,6.28,7.84,1.0,1.0,53.9,218259.0,15.2,33.3,0.0,33.0,72.5,0.0
165,Tirunelveli,Turmeric,Late-season,0.98,29.6,22.3,18.7,5.1,4.97,1.4,1.4,33.4,135008.0,0.0,22.8,0.0,0.0,49.6,0.0
166,Vellore,Pulses,Development,0.75,36.3,29.2,20.1,6.21,4.66,2.5,2.5,30.1,121891.0,0.0,12.2,0.0,0.0,26.6,0.0
167,Trichy,Sorghum,Development,0.68,28.8,20.3,18.8,5.31,3.58,2.6,2.6,22.5,90879.0,34.3,39.2,0.0,74.5,85.2,0.0
168,Kovilpatti,Onion,Development,0.88,30.7,21.5,21.5,6.63,5.8,6.1,6.0,34.6,139898.0,0.0,39.3,0.0,0.0,85.5,0.0
169,Thanjavur,Maize,Development,0.75,35.5,26.6,18.5,6.17,4.63,7.5,7.4,25.0,101200.0,3.7,18.7,0.0,8.0,40.6,0.0
170,Tirunelveli,Rice,Initial,1.05,31.2,22.8,21.8,6.49,6.81,4.1,4.1,43.6,176298.0,0.0,35.9,10.0,0.0,78.1,16.7
171,Nagapattinam,Banana,Mid-season,1.1,29.6,23.1,19.0,4.91,5.4,1.3,1.3,36.5,147576.0,27.8,55.0,0.0,60.4,119.6,0.0
172,Coimbatore,Onion,Mid-season,1.05,38.1,30.3,18.4,6.15,6.46,19.3,18.7,26.5,107438.0,24.4,46.8,0.0,53.1,101.8,0.0
173,Nilgiris,Pulses,Late-season,0.73,30.8,22.6,18.5,5.41,3.92,15.8,15.4,12.0,48692.0,50.0,42.1,0.0,108.6,91.4,0.0
174,Nilgiris,Banana,Mid-season,1.1,26.5,17.7,16.0,4.37,4.81,1.5,1.5,32.2,130411.0,8.5,29.3,0.0,18.6,63.7,0.0
175,Vellore,Turmeric,Development,0.68,34.3,27.9,23.0,6.54,4.42,15.0,14.7,16.2,65741.0,0.0,19.2,0.0,0.0,41.8,0.0
176,Nilgiris,Maize,Mid-season,1.2,39.1,29.3,17.7,6.64,7.97,0.3,0.3,55.5,224694.0,0.0,45.7,0.0,0.0,99.3,0.0
177,Trichy,Sugarcane,Late-season,1.0,28.8,20.9,14.6,4.03,4.03,4.7,4.7,23.6,95427.0,0.0,13.7,4.3,0.0,29.7,7.2
178,Coimbatore,Millets,Late-season,0.75,30.7,22.8,15.2,4.38,3.28,2.3,2.3,20.7,83819.0,35.5,42.2,0.0,77.1,91.7,0.0
179,Vellore,Onion,Mid-season,1.05,34.9,26.7,17.5,5.59,5.87,1.4,1.4,39.6,160374.0,22.3,25.7,0.0,48.5,55.8,0.0
180,Trichy,Sunflower,Mid-season,1.15,31.0,22.1,19.3,5.87,6.75,9.9,9.8,37.5,151705.0,0.0,27.1,0.0,0.0,59.0,0.0
181,Vellore,Banana,Mid-season,1.1,33.5,25.6,17.8,5.44,5.99,0.3,0.3,41.6,168443.0,13.0,32.4,0.0,28.4,70.4,0.0
182,Tirunelveli,Groundnut,Development,0.75,37.9,29.9,27.1,9.16,6.87,16.1,15.6,32.4,131242.0,44.9,43.5,0.0,97.7,94.6,0.0
183,Tirunelveli,Coconut,Initial,1.0,32.4,23.0,22.4,7.19,7.19,17.9,17.4,32.9,133260.0,0.0,38.9,0.0,0.0,84.6,0.0
184,Nilgiris,Pulses,Mid-season,1.1,33.6,25.1,22.3,7.04,7.75,3.2,3.2,51.0,206427.0,23.6,51.9,0.0,51.4,112.9,0.0
185,Thanjavur,Cotton,Initial,0.35,36.6,30.4,14.7,4.34,1.52,0.0,0.0,10.6,42834.0,0.0,41.4,0.0,0.0,90.0,0.0
186,Madurai,Onion,Initial,0.7,33.9,26.7,25.3,7.54,5.28,6.9,6.8,30.1,121881.0,21.0,24.2,0.0,45.6,52.6,0.0
187,Tirunelveli,Rice,Mid-season,1.2,29.7,20.2,20.9,6.32,7.59,4.1,4.1,49.0,198470.0,32.3,22.7,0.0,70.3,49.3,0.0
188,Madurai,Sugarcane,Development,0.82,33.8,24.8,20.8,6.78,5.59,16.1,15.7,23.4,94730.0,34.3,35.2,0.0,74.6,76.4,0.0
189,Nagapattinam,Turmeric,Development,0.68,29.7,21.5,16.0,4.58,3.09,1.0,1.0,20.6,83376.0,37.9,44.7,24.0,82.5,97.2,39.9
190,Nagapattinam,Turmeric,Development,0.68,32.0,25.6,20.7,5.61,3.79,10.0,9.9,16.6,67376.0,31.3,29.4,0.0,68.0,63.8,0.0
191,Kovilpatti,Chili,Late-season,0.98,32.5,24.2,19.4,5.93,5.79,16.1,15.7,24.8,100390.0,0.0,49.9,0.0,0.0,108.5,0.0
192,Nagapattinam,Sunflower,Initial,0.35,34.9,26.7,16.5,5.29,1.85,2.3,2.3,10.6,42998.0,0.0,18.4,0.0,0.0,40.0,0.0
193,Nagapattinam,Onion,Development,0.88,39.7,29.7,17.8,6.79,5.94,0.9,0.9,40.7,164663.0,32.2,38.2,0.0,70.0,83.2,0.0
194,Krishnagiri,Turmeric,Late-season,0.98,36.3,29.6,12.5,3.79,3.7,10.2,10.0,15.9,64228.0,0.0,36.5,6.8,0.0,79.3,11.4
195,Trichy,Chili,Initial,0.6,35.0,28.5,18.5,5.38,3.23,10.7,10.5,12.1,48936.0,0.0,34.8,22.3,0.0,75.6,37.1
196,Trichy,Sunflower,Mid-season,1.15,33.5,27.1,15.8,4.41,5.07,19.4,18.8,16.7,67595.0,30.5,12.8,0.0,66.2,27.9,0.0
197,Trichy,Cotton,Late-season,0.92,35.7,26.2,16.2,5.59,5.17,0.3,0.3,35.9,145107.0,0.0,19.4,49.5,0.0,42.1,82.5
198,Coimbatore,Sugarcane,Initial,0.4,32.0,24.5,15.6,4.54,1.82,4.6,4.5,8.2,33065.0,41.7,24.6,22.8,90.8,53.5,38.0
199,Madurai,Millets,Mid-season,1.0,34.1,25.9,21.3,6.7,6.7,14.2,13.8,33.0,133739.0,82.2,39.3,20.8,178.7,85.5,34.7
200,Trichy,Turmeric,Mid-season,1.05,31.8,25.6,21.5,5.75,6.04,37.0,34.8,7.5,30260.0,0.0,38.1,25.9,0.0,82.9,43.2
201,Kovilpatti,Sesamum,Development,0.73,35.3,25.7,23.3,8.03,5.82,15.0,14.7,26.1,105571.0,72.9,21.6,0.0,158.4,47.0,0.0
202,Vellore,Cotton,Late-season,0.92,34.1,26.8,19.9,5.99,5.54,0.5,0.5,38.3,154907.0,5.9,30.0,0.0,12.8,65.3,0.0
203,Vellore,Pulses,Development,0.75,36.1,28.7,16.6,5.23,3.92,23.8,22.9,4.6,18466.0,2.7,34.2,39.1,5.8,74.4,65.1
204,Nagapattinam,Turmeric,Late-season,0.98,33.6,24.9,11.9,3.79,3.69,8.6,8.5,17.4,70241.0,0.0,28.4,31.6,0.0,61.7,52.7
205,Kovilpatti,Turmeric,Development,0.68,39.1,32.8,14.9,4.62,3.12,7.8,7.7,14.1,57244.0,0.0,41.5,0.0,0.0,90.2,0.0
206,Vellore,Banana,Mid-season,1.1,34.5,27.8,23.5,6.81,7.49,5.5,5.5,46.9,189962.0,0.0,36.7,0.0,0.0,79.8,0.0
207,Krishnagiri,Rice,Mid-season,1.2,31.2,24.2,21.3,5.88,7.06,4.1,4.1,45.3,183431.0,0.0,17.6,0.0,0.0,38.3,0.0
208,Vellore,Banana,Development,0.8,32.1,23.6,13.5,4.12,3.3,15.0,14.7,8.4,34036.0,0.0,49.9,0.0,0.0,108.4,0.0
209,Thanjavur,Chili,Development,0.82,38.1,29.8,17.4,5.95,4.91,4.5,4.4,29.9,121201.0,23.1,47.8,0.0,50.2,103.8,0.0
210,Tirunelveli,Groundnut,Mid-season,1.1,29.7,21.7,20.2,5.72,6.29,1.6,1.6,42.4,171492.0,14.4,13.5,0.0,31.4,29.4,0.0
211,Nagapattinam,Sugarcane,Mid-season,1.25,31.0,21.7,22.6,7.02,8.77,5.8,5.7,55.7,225229.0,13.8,34.8,0.0,29.9,75.6,0.0
212,Coimbatore,Turmeric,Mid-season,1.05,32.5,26.2,15.7,4.26,4.47,2.1,2.1,29.2,118150.0,66.4,26.8,0.0,144.4,58.2,0.0
213,Nilgiris,Sesamum,Development,0.73,31.2,23.8,17.9,5.04,3.66,61.5,55.5,0.0,0.0,10.5,29.1,0.0,22.8,63.4,0.0
214,Coimbatore,Sunflower,Initial,0.35,37.7,30.6,13.8,4.37,1.53,7.9,7.8,2.9,11716.0,46.2,43.5,0.0,100.5,94.5,0.0
215,Trichy,Pulses,Mid-season,1.1,30.5,20.6,20.6,6.46,7.1,4.8,4.7,45.0,182122.0,0.0,15.8,0.0,0.0,34.3,0.0
216,Thanjavur,Pulses,Mid-season,1.1,35.8,29.2,19.9,5.94,6.53,8.9,8.8,37.0,149597.0,2.8,28.2,37.5,6.2,61.3,62.5
217,Trichy,Rice,Initial,1.05,31.8,22.6,19.9,6.24,6.56,7.7,7.6,38.3,155148.0,11.4,23.0,0.0,24.7,49.9,0.0
218,Krishnagiri,Maize,Initial,0.3,38.5,29.3,12.5,4.53,1.36,1.1,1.1,8.4,33893.0,16.1,42.4,26.1,35.0,92.2,43.5
219,Kovilpatti,Onion,Mid-season,1.05,36.6,27.0,19.8,7.01,7.36,0.1,0.1,51.4,207965.0,0.5,26.6,35.2,1.0,57.8,58.7
220,Trichy,Sugarcane,Mid-season,1.25,34.2,26.6,17.4,5.32,6.65,9.3,9.1,37.5,151623.0,38.6,51.6,0.0,84.0,112.2,0.0
221,Trichy,Groundnut,Mid-season,1.1,31.9,22.9,15.0,4.69,5.16,0.9,0.9,35.2,142625.0,0.0,35.8,0.0,0.0,77.9,0.0
222,Madurai,Sunflower,Initial,0.35,32.9,25.2,21.7,6.44,2.26,4.4,4.4,11.4,46219.0,0.0,23.7,22.3,0.0,51.5,37.2
223,Trichy,Turmeric,Mid-season,1.05,30.5,22.2,20.3,5.97,6.27,1.5,1.5,42.4,171498.0,0.0,40.0,16.1,0.0,86.9,26.8
224,Vellore,Coconut,Mid-season,1.0,32.7,24.9,21.6,6.46,6.46,6.0,5.9,39.3,159109.0,0.0,45.2,0.0,0.0,98.2,0.0
225,Nilgiris,Pulses,Mid-season,1.1,31.5,23.0,18.6,5.61,6.17,3.9,3.9,39.3,159224.0,28.9,19.7,0.0,62.8,42.7,0.0
226,Nagapattinam,Rice,Mid-season,1.2,37.4,30.1,20.1,6.42,7.71,13.6,13.3,40.7,164529.0,46.5,28.7,0.0,101.1,62.5,0.0
227,Madurai,Sunflower,Mid-season,1.15,34.8,25.5,15.6,5.24,6.03,0.4,0.4,41.8,169087.0,40.9,32.2,0.0,88.9,70.0,0.0
228,Kovilpatti,Pulses,Development,0.75,29.0,21.0,21.8,6.04,4.53,4.1,4.0,27.7,112054.0,69.5,28.5,0.0,151.1,61.9,0.0
229,Coimbatore,Sesamum,Development,0.73,31.2,21.8,22.2,6.96,5.05,19.7,19.1,16.2,65592.0,49.1,29.5,0.0,106.8,64.1,0.0
230,Kovilpatti,Coconut,Initial,1.0,35.7,26.4,17.6,6.02,6.02,0.2,0.2,41.9,169685.0,11.6,32.4,60.6,25.3,70.4,101.1
231,Vellore,Groundnut,Mid-season,1.1,32.9,23.2,18.5,6.09,6.7,0.9,0.9,45.9,185925.0,0.0,44.8,0.0,0.0,97.5,0.0
232,Nilgiris,Sunflower,Mid-season,1.15,34.6,27.2,22.1,6.76,7.78,12.5,12.2,42.2,170949.0,61.0,24.6,0.0,132.5,53.4,0.0
233,Coimbatore,Sunflower,Late-season,0.75,36.2,28.2,12.6,4.09,3.07,1.7,1.7,19.8,80021.0,21.3,28.3,0.0,46.4,61.6,0.0
234,Nilgiris,Groundnut,Initial,0.4,33.5,24.7,17.7,5.67,2.27,1.4,1.4,14.4,58437.0,0.0,15.9,0.0,0.0,34.5,0.0
235,Vellore,Sorghum,Development,0.68,30.7,23.8,18.1,4.93,3.33,5.9,5.8,17.5,70758.0,19.1,20.1,13.3,41.5,43.8,22.1
236,Madurai,Banana,Mid-season,1.1,31.2,23.6,23.0,6.62,7.29,9.5,9.4,41.6,168427.0,64.9,31.4,0.0,141.2,68.2,0.0
237,Coimbatore,Chili,Mid-season,1.05,33.8,27.3,16.2,4.59,4.82,3.3,3.3,30.5,123376.0,34.2,22.9,0.0,74.4,49.8,0.0
238,Vellore,Cotton,Initial,0.35,29.1,20.0,18.9,5.57,1.95,6.6,6.5,7.1,28833.0,5.2,9.7,0.0,11.2,21.1,0.0
239,Nagapattinam,Maize,Late-season,0.9,34.1,26.1,20.0,6.22,5.59,3.2,3.2,35.9,145390.0,49.2,28.0,0.0,106.9,60.9,0.0
240,Trichy,Maize,Initial,0.3,32.1,25.0,15.0,4.26,1.28,10.9,10.7,0.0,0.0,54.4,30.4,0.0,118.4,66.2,0.0
241,Madurai,Coconut,Development,1.0,30.7,21.8,18.7,5.67,5.67,7.5,7.4,32.3,130584.0,16.7,46.5,0.0,36.4,101.0,0.0
242,Krishnagiri,Onion,Late-season,0.9,32.6,25.1,16.7,4.91,4.42,0.9,0.9,30.1,121627.0,0.0,34.5,0.0,0.0,74.9,0.0
243,Coimbatore,Sunflower,Mid-season,1.15,30.6,21.9,23.5,7.01,8.06,3.4,3.4,53.1,214700.0,29.4,44.6,0.0,63.8,97.0,0.0
244,Nilgiris,Pulses,Mid-season,1.1,28.6,21.4,23.9,6.33,6.96,3.9,3.9,44.9,181512.0,33.7,50.3,0.0,73.3,109.3,0.0
245,Kovilpatti,Turmeric,Mid-season,1.05,39.2,32.7,23.3,7.35,7.72,4.7,4.7,49.4,199885.0,0.0,38.4,0.0,0.0,83.5,0.0
246,Trichy,Onion,Development,0.88,26.5,19.7,16.0,3.91,3.42,7.2,7.2,16.8,67881.0,20.5,41.9,29.8,44.6,91.1,49.6
247,Vellore,Maize,Initial,0.3,30.2,22.4,23.3,6.57,1.97,0.3,0.3,13.5,54808.0,32.0,24.5,19.9,69.6,53.4,33.2
248,Nilgiris,Maize,Mid-season,1.2,33.2,25.5,17.0,5.13,6.15,11.0,10.8,32.2,130411.0,44.4,44.4,0.0,96.6,96.6,0.0
249,Madurai,Sorghum,Late-season,0.8,29.9,23.9,18.3,4.64,3.71,3.6,3.6,22.4,90657.0,0.0,9.9,0.0,0.0,21.6,0.0
250,Tirunelveli,Cotton,Mid-season,1.15,29.1,22.9,20.2,5.04,5.79,6.6,6.6,34.0,137556.0,0.0,33.7,2.1,0.0,73.3,3.5
251,Trichy,Banana,Mid-season,1.1,33.7,25.4,15.8,4.95,5.44,16.2,15.8,22.3,90198.0,41.9,33.9,0.0,91.1,73.6,0.0
252,Krishnagiri,Cotton,Mid-season,1.15,37.1,27.3,21.0,7.53,8.66,14.3,14.0,46.6,188640.0,0.0,47.6,0.0,0.0,103.4,0.0
253,Vellore,Sesamum,Mid-season,1.1,37.8,28.6,20.1,7.16,7.87,4.3,4.2,50.9,205794.0,36.6,34.9,10.7,79.6,75.8,17.9
254,Vellore,Sunflower,Development,0.75,29.2,22.6,14.0,3.63,2.72,20.3,19.7,0.0,0.0,0.0,10.7,0.0,0.0,23.2,0.0
255,Tirunelveli,Sunflower,Initial,0.35,35.8,26.3,19.8,6.86,2.4,8.6,8.5,8.3,33656.0,20.1,25.1,2.8,43.6,54.5,4.7
256,Tirunelveli,Sorghum,Initial,0.3,33.6,24.0,19.9,6.6,1.98,5.0,5.0,8.9,35995.0,50.0,46.7,7.2,108.7,101.6,12.0
257,Vellore,Onion,Development,0.88,32.5,25.4,14.4,4.1,3.59,0.9,0.9,24.3,98274.0,0.0,45.3,0.0,0.0,98.5,0.0
258,Krishnagiri,Chili,Development,0.82,34.4,27.9,16.7,4.8,3.96,9.0,8.8,18.9,76421.0,25.9,48.3,0.0,56.4,105.0,0.0
259,Krishnagiri,Pulses,Mid-season,1.1,34.7,25.5,13.6,4.56,5.02,1.2,1.2,34.0,137441.0,0.0,25.9,0.0,0.0,56.2,0.0
260,Krishnagiri,Coconut,Development,1.0,30.0,20.7,18.6,5.64,5.64,4.9,4.9,34.6,140081.0,39.3,42.6,0.0,85.4,92.6,0.0
261,Nagapattinam,Groundnut,Mid-season,1.1,33.0,25.2,17.9,5.44,5.98,8.5,8.4,33.4,135297.0,0.0,16.3,13.3,0.0,35.5,22.2
262,Trichy,Onion,Late-season,0.9,34.0,24.4,19.1,6.4,5.76,10.7,10.5,29.8,120635.0,0.0,49.0,6.2,0.0,106.5,10.3
263,Kovilpatti,Coconut,Mid-season,1.0,31.2,24.4,16.5,4.53,4.53,1.6,1.6,30.1,121912.0,10.9,42.7,0.0,23.6,92.8,0.0
264,Nilgiris,Banana,Late-season,1.05,33.7,24.5,20.6,6.72,7.05,2.0,2.0,47.4,191744.0,9.9,22.3,0.0,21.6,48.6,0.0
265,Coimbatore,Rice,Initial,1.05,29.0,22.0,17.2,4.55,4.77,6.5,6.4,27.0,109347.0,62.5,46.5,0.0,135.8,101.0,0.0
266,Coimbatore,Cotton,Mid-season,1.15,34.7,25.9,23.1,7.59,8.73,5.8,5.7,55.4,224307.0,0.0,40.3,0.0,0.0,87.5,0.0
267,Madurai,Onion,Development,0.88,33.4,25.0,12.6,3.96,3.47,19.3,18.7,5.6,22494.0,27.3,9.8,2.1,59.4,21.3,3.5
268,Krishnagiri,Sesamum,Development,0.73,38.2,30.3,19.4,6.51,4.72,1.7,1.7,31.4,126917.0,16.9,20.3,0.0,36.7,44.0,0.0
269,Tirunelveli,Banana,Mid-season,1.1,33.8,24.4,14.7,4.88,5.36,14.4,14.1,23.5,94961.0,7.6,14.8,0.0,16.5,32.1,0.0
270,Trichy,Banana,Development,0.8,30.5,23.2,22.6,6.29,5.04,8.5,8.4,26.9,108810.0,0.0,38.2,3.1,0.0,83.1,5.2
271,Nilgiris,Sunflower,Late-season,0.75,31.3,22.6,12.9,3.93,2.95,6.3,6.2,14.4,58400.0,0.0,30.0,20.1,0.0,65.2,33.4
272,Madurai,Rice,Late-season,1.05,35.6,27.5,14.8,4.81,5.05,1.4,1.4,33.9,137322.0,0.0,24.5,1.0,0.0,53.4,1.7
273,Coimbatore,Sorghum,Development,0.68,39.2,30.2,17.9,6.48,4.38,11.2,11.0,19.6,79391.0,0.0,12.7,0.0,0.0,27.6,0.0
274,Kovilpatti,Turmeric,Development,0.68,35.1,27.5,18.2,5.67,3.82,9.4,9.3,17.5,70878.0,0.0,28.5,0.0,0.0,61.9,0.0
275,Krishnagiri,Millets,Initial,0.3,33.7,26.5,24.1,7.11,2.13,5.4,5.4,9.6,38665.0,0.0,38.6,39.0,0.0,83.8,65.0
276,Coimbatore,Millets,Mid-season,1.0,32.3,25.9,19.2,5.25,5.25,9.6,9.5,27.2,110270.0,23.0,12.8,17.2,50.0,27.8,28.6
277,Trichy,Sunflower,Mid-season,1.15,29.9,20.0,18.7,5.8,6.66,1.9,1.9,44.7,180987.0,0.0,21.3,0.0,0.0,46.4,0.0
278,Nilgiris,Turmeric,Late-season,0.98,39.2,32.2,18.8,6.14,5.99,3.4,3.4,38.5,155858.0,0.0,38.4,0.0,0.0,83.4,0.0
279,Vellore,Pulses,Late-season,0.73,32.2,22.7,19.4,6.26,4.54,12.6,12.4,19.4,78526.0,74.6,35.0,0.0,162.1,76.0,0.0
280,Trichy,Chili,Mid-season,1.05,36.1,27.1,16.9,5.76,6.05,1.8,1.8,40.5,163971.0,0.0,50.6,0.0,0.0,110.1,0.0
281,Thanjavur,Pulses,Mid-season,1.1,28.4,18.7,22.3,6.6,7.26,14.9,14.6,36.3,146745.0,0.0,42.4,0.0,0.0,92.1,0.0
282,Thanjavur,Millets,Mid-season,1.0,33.2,23.4,18.7,6.18,6.18,4.6,4.6,38.7,156601.0,18.9,30.5,0.0,41.0,66.3,0.0
283,Nagapattinam,Maize,Initial,0.3,29.4,19.9,18.1,5.46,1.64,6.5,6.4,5.0,20295.0,47.7,53.2,0.0,103.8,115.7,0.0
284,Nilgiris,Sorghum,Initial,0.3,32.2,25.0,15.5,4.46,1.34,17.9,17.4,0.0,0.0,59.8,29.5,0.0,130.1,64.2,0.0
285,Thanjavur,Sesamum,Development,0.73,27.5,21.4,21.3,5.13,3.72,2.5,2.5,23.5,95186.0,26.7,44.0,32.5,58.0,95.7,54.1
286,Nagapattinam,Pulses,Mid-season,1.1,36.8,29.8,23.9,7.48,8.23,9.3,9.2,48.4,195984.0,0.0,24.0,12.5,0.0,52.2,20.8
287,Trichy,Turmeric,Initial,0.3,27.8,18.6,24.9,7.12,2.14,10.3,10.1,4.8,19517.0,0.0,19.1,13.0,0.0,41.6,21.7
288,Nagapattinam,Chili,Development,0.82,30.1,23.1,16.1,4.36,3.6,0.3,0.3,24.9,100804.0,64.3,42.4,9.0,139.9,92.2,15.0
289,Kovilpatti,Turmeric,Development,0.68,35.5,28.0,15.9,4.93,3.33,6.7,6.6,16.7,67552.0,0.0,17.5,0.0,0.0,38.0,0.0
290,Tirunelveli,Coconut,Development,1.0,34.1,27.2,18.7,5.47,5.47,3.3,3.3,35.0,141731.0,0.0,30.9,0.0,0.0,67.1,0.0
291,Coimbatore,Coconut,Development,1.0,29.3,21.0,19.3,5.5,5.5,13.1,12.8,25.7,103803.0,11.1,28.0,2.4,24.0,61.0,4.1
292,Tirunelveli,Pulses,Initial,0.4,30.9,23.3,16.2,4.59,1.84,8.2,8.1,4.8,19291.0,30.0,23.4,0.0,65.2,50.9,0.0
293,Nilgiris,Pulses,Development,0.75,35.9,27.2,20.5,6.88,5.16,13.9,13.6,22.5,91119.0,50.9,24.4,0.0,110.7,53.1,0.0
294,Vellore,Sesamum,Initial,0.35,37.0,27.0,21.7,7.84,2.74,16.1,15.7,3.5,14276.0,0.0,29.9,23.1,0.0,65.0,38.4
295,Coimbatore,Cotton,Mid-season,1.15,32.6,24.9,19.1,5.69,6.54,2.6,2.6,43.2,174748.0,0.0,14.8,0.0,0.0,32.1,0.0
296,Coimbatore,Sunflower,Mid-season,1.15,28.0,19.6,16.8,4.67,5.37,2.7,2.7,34.9,141299.0,0.0,37.6,0.0,0.0,81.7,0.0
297,Madurai,Pulses,Initial,0.4,36.2,30.0,20.0,5.82,2.33,10.6,10.4,5.9,23750.0,12.7,18.4,0.0,27.7,40.0,0.0
298,Thanjavur,Millets,Mid-season,1.0,34.6,25.5,22.6,7.5,7.5,5.4,5.4,47.1,190714.0,0.0,42.2,0.0,0.0,91.8,0.0
299,Thanjavur,Chili,Initial,0.6,35.2,25.8,12.7,4.31,2.58,1.1,1.1,17.0,68792.0,44.2,41.1,0.0,96.1,89.4,0.0
300,Trichy,Maize,Mid-season,1.2,32.6,23.9,20.1,6.28,7.54,2.8,2.8,50.0,202253.0,17.5,35.0,0.0,38.0,76.0,0.0
301,Kovilpatti,Turmeric,Development,0.68,35.0,27.6,24.8,7.61,5.14,1.2,1.2,34.8,140892.0,24.0,42.4,0.0,52.3,92.3,0.0
302,Coimbatore,Sugarcane,Mid-season,1.25,30.4,23.0,22.5,6.27,7.84,25.3,24.3,30.6,123959.0,0.0,33.3,0.0,0.0,72.4,0.0
303,Thanjavur,Turmeric,Development,0.68,31.7,25.1,11.8,3.2,2.16,0.7,0.7,14.5,58535.0,26.0,26.0,31.2,56.5,56.5,52.0
304,Tirunelveli,Pulses,Mid-season,1.1,31.8,23.0,23.0,7.1,7.81,8.8,8.7,46.0,186253.0,5.5,44.5,0.0,11.9,96.8,0.0
305,Krishnagiri,Pulses,Initial,0.4,35.0,26.0,22.3,7.46,2.98,2.9,2.9,18.0,72667.0,0.0,33.8,0.0,0.0,73.6,0.0
306,Madurai,Banana,Development,0.8,30.8,21.7,22.1,6.74,5.39,29.7,28.3,9.5,38439.0,0.0,26.4,8.5,0.0,57.5,14.2
307,Nagapattinam,Banana,Development,0.8,37.7,29.1,14.2,4.9,3.92,1.3,1.3,26.1,105632.0,47.8,33.0,12.8,103.9,71.7,21.4
308,Krishnagiri,Chili,Mid-season,1.05,36.5,27.7,22.7,7.72,8.11,4.0,4.0,52.7,213406.0,29.3,50.9,0.0,63.7,110.6,0.0
309,Tirunelveli,Rice,Mid-season,1.2,32.7,26.5,20.0,5.46,6.55,3.3,3.3,42.5,172108.0,30.1,17.4,61.6,65.4,37.7,102.7
310,Madurai,Pulses,Development,0.75,30.9,22.3,25.0,7.5,5.63,0.5,0.5,38.9,157317.0,0.0,30.9,0.0,0.0,67.3,0.0
311,Thanjavur,Pulses,Late-season,0.73,30.5,21.8,17.5,5.21,3.78,0.3,0.3,26.1,105813.0,0.0,20.8,0.0,0.0,45.2,0.0
312,Nilgiris,Banana,Mid-season,1.1,32.2,23.8,18.2,5.55,6.1,16.9,16.4,26.3,106405.0,4.4,34.8,0.0,9.5,75.7,0.0
313,Trichy,Groundnut,Mid-season,1.1,31.1,22.0,16.0,4.93,5.43,19.8,19.2,18.8,76134.0,26.5,54.7,0.0,57.6,119.0,0.0
314,Krishnagiri,Pulses,Mid-season,1.1,29.9,20.7,11.5,3.47,3.82,43.5,40.5,0.0,0.0,43.2,25.5,16.9,93.9,55.5,28.1
315,Nilgiris,Chili,Development,0.82,32.5,23.9,15.8,4.89,4.04,3.8,3.8,24.4,98874.0,0.0,31.9,0.0,0.0,69.4,0.0
316,Krishnagiri,Banana,Late-season,1.05,35.4,27.1,22.4,7.31,7.68,6.5,6.4,47.3,191529.0,48.0,35.7,0.0,104.4,77.6,0.0
317,Tirunelveli,Turmeric,Development,0.68,33.0,26.9,18.0,4.87,3.29,13.7,13.4,9.6,38911.0,0.9,26.4,0.0,1.9,57.4,0.0
318,Vellore,Sorghum,Mid-season,1.05,31.5,24.5,14.0,3.9,4.09,15.4,15.1,13.6,54945.0,0.0,15.1,0.0,0.0,32.8,0.0
319,Nagapattinam,Groundnut,Mid-season,1.1,31.5,21.8,18.0,5.73,6.3,12.0,11.8,32.3,130763.0,68.5,27.6,0.0,148.8,60.0,0.0
320,Madurai,Cotton,Mid-season,1.15,27.8,18.8,16.2,4.61,5.3,0.5,0.5,36.6,148146.0,0.0,47.3,0.0,0.0,102.8,0.0
321,Vellore,Banana,Initial,0.5,36.5,28.8,23.2,7.43,3.71,5.4,5.3,20.7,83616.0,0.0,51.2,12.3,0.0,111.4,20.4
322,Tirunelveli,Groundnut,Development,0.75,31.5,24.5,20.9,5.79,4.34,6.3,6.3,24.1,97646.0,0.0,22.1,0.0,0.0,48.0,0.0
323,Kovilpatti,Sorghum,Development,0.68,33.3,24.4,19.1,6.14,4.14,5.4,5.3,23.7,95730.0,0.0,43.4,0.0,0.0,94.4,0.0
324,Tirunelveli,Sorghum,Mid-season,1.05,33.1,26.8,19.9,5.48,5.76,4.9,4.9,35.4,143293.0,0.0,12.7,0.0,0.0,27.6,0.0
325,Kovilpatti,Turmeric,Late-season,0.98,27.8,21.3,24.6,6.13,5.97,4.2,4.2,37.6,152308.0,49.6,52.8,0.0,107.9,114.7,0.0
326,Nagapattinam,Sugarcane,Mid-season,1.25,36.2,28.0,14.8,4.87,6.08,10.8,10.7,31.9,129240.0,26.1,35.5,0.0,56.7,77.1,0.0
327,Trichy,Sugarcane,Mid-season,1.25,35.0,26.5,21.5,6.97,8.71,5.4,5.3,55.7,225305.0,19.8,25.8,0.0,43.0,56.1,0.0
328,Vellore,Banana,Development,0.8,28.6,19.6,19.2,5.53,4.42,22.7,21.9,9.1,36790.0,0.0,38.1,16.9,0.0,82.8,28.2
