location,district_soil_type,crop_type,year,season,soil_ph,soil_ec_dS_m,organic_carbon_pct,available_nitrogen_kg_ha,available_phosphorus_kg_ha,available_potassium_kg_ha,area_hectares,yield_kg_per_hectare,production_kg
krishnagiri,Red Loam,Millets,2023,Rabi,7.86,0.82,0.67,359.5,20.1,273.8,1.43,1148.5,1636.8
vellore,Red Sandy Loam,Sugarcane,2020,Summer,7.49,0.37,0.51,195.4,13.2,337.0,1.16,65298.2,75469.5
nilgiris,Lateritic Hill Soil,Millets,2024,Kharif,6.91,0.13,0.81,320.9,26.8,242.8,0.41,1241.1,512.5
nagapattinam,Coastal Alluvial,Rice,2023,Rabi,7.67,0.22,0.36,241.3,20.3,298.6,5.3,3105.0,16459.4
trichy,Black Cotton Soil,Pulses,2023,Summer,6.9,0.37,0.64,251.9,8.6,218.9,0.2,658.8,131.8
madurai,Black Clay Loam,Sugarcane,2024,Kharif,6.37,0.47,0.63,161.5,19.1,380.2,3.59,58348.0,209508.7
vellore,Red Sandy Loam,Millets,2015,Kharif,6.54,0.57,0.23,267.7,30.1,124.6,0.2,1060.1,212.0
thanjavur,Alluvial Clay (Delta),Millets,2017,Kharif,6.82,0.46,0.66,234.9,10.5,152.7,1.84,1188.3,2188.9
krishnagiri,Red Loam,Cotton,2018,Rabi,6.8,0.76,0.67,227.6,21.8,131.1,0.45,487.7,220.5
vellore,Red Sandy Loam,Sorghum,2020,Kharif,6.53,0.34,0.26,449.8,9.2,378.0,0.2,1407.7,281.5
tirunelveli,Red Loam,Sorghum,2015,Summer,5.68,0.65,0.41,287.4,6.2,282.5,1.92,1241.0,2387.8
thanjavur,Alluvial Clay (Delta),Millets,2021,Rabi,6.44,0.55,0.68,266.5,12.8,194.5,2.29,985.5,2252.8
vellore,Red Sandy Loam,Sorghum,2019,Summer,7.36,0.36,0.51,173.4,26.5,182.6,3.12,1325.7,4134.1
vellore,Red Sandy Loam,Cotton,2017,Summer,7.39,0.47,0.49,155.7,12.4,212.4,0.2,453.9,90.8
vellore,Red Sandy Loam,Sugarcane,2018,Rabi,6.41,0.69,0.56,318.6,14.4,216.6,0.62,70118.3,43231.9
coimbatore,Red Sandy Loam,Pulses,2023,Kharif,7.2,0.32,0.58,322.0,12.9,179.3,0.2,728.4,145.7
thanjavur,Alluvial Clay (Delta),Sorghum,2017,Rabi,7.21,0.22,0.68,267.8,7.6,172.6,0.71,1512.4,1071.2
nagapattinam,Coastal Alluvial,Pulses,2020,Summer,7.15,0.59,0.4,169.7,18.9,129.7,2.52,590.1,1488.9
madurai,Black Clay Loam,Pulses,2023,Kharif,7.19,0.15,0.76,180.1,15.7,237.5,1.3,601.8,781.2
nagapattinam,Coastal Alluvial,Rice,2022,Summer,6.89,0.39,0.91,253.8,21.0,266.6,0.58,3483.6,2008.5
nagapattinam,Coastal Alluvial,Sugarcane,2023,Kharif,7.19,0.23,0.7,308.5,27.8,70.0,0.67,79429.5,53463.8
thanjavur,Alluvial Clay (Delta),Rice,2015,Summer,4.77,0.37,0.61,269.2,25.5,223.8,2.2,3690.9,8137.4
kovilpatti,Red Sandy Loam,Cotton,2022,Summer,5.73,0.32,0.34,237.1,19.1,236.1,2.04,357.8,728.2
trichy,Black Cotton Soil,Sorghum,2023,Kharif,7.41,0.41,0.46,241.6,18.6,173.6,0.37,1283.0,477.9
coimbatore,Red Sandy Loam,Sorghum,2019,Summer,7.21,0.42,0.75,228.9,9.4,261.8,0.79,1380.0,1092.5
trichy,Black Cotton Soil,Sugarcane,2016,Rabi,6.43,0.56,0.52,323.2,24.9,137.0,0.98,73732.9,71915.1
trichy,Black Cotton Soil,Sugarcane,2022,Kharif,7.05,0.42,0.63,237.5,18.7,154.2,6.95,62393.7,433647.2
thanjavur,Alluvial Clay (Delta),Cotton,2015,Summer,6.94,0.29,0.56,263.4,32.7,272.0,1.44,500.8,719.0
trichy,Black Cotton Soil,Pulses,2024,Summer,6.09,0.52,0.9,202.3,12.7,213.6,1.45,833.7,1209.7
trichy,Black Cotton Soil,Sorghum,2024,Kharif,7.37,0.61,0.86,172.6,12.5,291.2,5.28,1415.6,7472.1
nilgiris,Lateritic Hill Soil,Cotton,2024,Kharif,6.67,0.51,0.88,283.5,12.8,338.7,0.2,422.6,84.5
thanjavur,Alluvial Clay (Delta),Sorghum,2015,Rabi,7.11,0.67,0.48,273.9,11.9,218.4,0.2,1364.6,272.9
coimbatore,Red Sandy Loam,Cotton,2018,Kharif,5.11,0.57,0.94,272.4,12.3,265.5,1.91,409.5,782.3
nilgiris,Lateritic Hill Soil,Cotton,2016,Rabi,5.67,0.55,0.64,244.6,22.5,253.8,2.44,387.3,946.9
vellore,Red Sandy Loam,Sorghum,2022,Summer,6.56,0.74,0.67,204.9,23.1,192.8,4.44,1341.0,5957.5
nilgiris,Lateritic Hill Soil,Sorghum,2020,Rabi,7.62,1.1,0.54,263.0,15.1,220.2,2.77,1051.3,2909.7
nilgiris,Lateritic Hill Soil,Cotton,2018,Rabi,6.39,0.45,0.71,239.0,19.5,193.7,0.95,406.0,385.2
trichy,Black Cotton Soil,Sugarcane,2019,Kharif,7.29,0.56,0.34,248.1,19.0,171.4,0.61,68196.1,41901.3
thanjavur,Alluvial Clay (Delta),Millets,2022,Rabi,5.51,0.56,0.76,212.0,14.0,290.4,4.41,1040.0,4588.0
nilgiris,Lateritic Hill Soil,Cotton,2024,Rabi,7.0,0.4,0.38,250.5,35.9,245.7,2.03,424.8,863.9
kovilpatti,Red Sandy Loam,Millets,2021,Summer,6.67,0.44,0.48,129.8,27.6,175.3,0.87,787.4,688.5
krishnagiri,Red Loam,Sugarcane,2016,Kharif,6.55,0.47,0.9,223.1,20.5,165.4,0.45,70684.7,31998.1
nagapattinam,Coastal Alluvial,Rice,2021,Summer,6.31,0.27,0.79,192.6,19.6,222.7,0.96,3310.9,3192.6
tirunelveli,Red Loam,Rice,2022,Summer,7.02,0.3,0.68,271.8,6.2,194.9,5.22,3283.9,17156.9
kovilpatti,Red Sandy Loam,Sugarcane,2021,Rabi,6.19,0.46,0.7,306.5,21.2,313.4,3.5,66300.3,232364.7
coimbatore,Red Sandy Loam,Sorghum,2024,Kharif,7.83,0.63,0.76,226.5,27.8,201.3,0.25,1403.1,344.2
trichy,Black Cotton Soil,Cotton,2021,Rabi,7.6,0.46,0.47,88.2,17.8,206.1,1.88,349.8,657.0
vellore,Red Sandy Loam,Millets,2018,Kharif,6.75,0.44,0.62,257.6,18.0,215.3,0.2,1066.6,213.3
vellore,Red Sandy Loam,Sorghum,2021,Rabi,5.93,0.17,0.52,216.3,16.9,265.6,3.2,1276.0,4088.5
madurai,Black Clay Loam,Sugarcane,2022,Summer,7.43,0.47,0.43,326.1,4.7,68.4,2.04,70792.8,144192.6
thanjavur,Alluvial Clay (Delta),Cotton,2017,Kharif,7.2,0.27,0.87,173.9,11.1,107.3,0.31,472.9,147.1
coimbatore,Red Sandy Loam,Rice,2018,Rabi,5.92,0.82,0.77,234.5,10.7,150.9,0.41,3397.3,1381.8
nagapattinam,Coastal Alluvial,Sugarcane,2016,Rabi,7.04,0.58,0.63,336.5,11.8,236.8,1.06,75942.4,80204.3
kovilpatti,Red Sandy Loam,Pulses,2020,Kharif,6.76,0.47,0.54,154.7,24.6,162.8,2.14,684.2,1461.0
thanjavur,Alluvial Clay (Delta),Pulses,2024,Summer,7.17,0.56,0.62,238.3,22.0,268.8,2.48,718.9,1782.7
coimbatore,Red Sandy Loam,Pulses,2020,Kharif,6.5,0.38,0.65,207.7,18.4,133.5,4.11,809.4,3324.8
vellore,Red Sandy Loam,Sugarcane,2021,Kharif,7.0,0.51,0.64,147.9,22.5,262.9,3.51,67049.5,235596.2
kovilpatti,Red Sandy Loam,Sorghum,2018,Summer,6.5,0.69,0.43,131.3,21.8,135.9,0.2,1367.8,273.6
vellore,Red Sandy Loam,Rice,2015,Summer,7.03,0.67,0.95,301.4,19.5,293.2,1.57,3890.7,6091.3
nagapattinam,Coastal Alluvial,Millets,2017,Summer,6.5,0.52,0.13,277.5,23.3,178.5,1.09,1042.5,1138.2
madurai,Black Clay Loam,Sorghum,2021,Rabi,7.13,0.42,0.55,163.4,24.7,295.4,1.88,1248.8,2351.0
krishnagiri,Red Loam,Millets,2015,Summer,6.51,0.19,1.0,229.3,10.4,353.4,4.34,1112.1,4824.9
vellore,Red Sandy Loam,Rice,2016,Kharif,7.07,0.66,0.58,222.0,19.2,161.5,2.18,3202.6,6991.6
krishnagiri,Red Loam,Pulses,2021,Kharif,7.24,0.69,0.45,203.8,14.2,280.6,1.74,807.2,1402.0
coimbatore,Red Sandy Loam,Pulses,2018,Summer,5.59,0.2,0.7,258.9,21.0,90.8,2.8,655.4,1837.7
thanjavur,Alluvial Clay (Delta),Rice,2020,Rabi,6.62,0.43,0.4,260.0,18.1,258.0,0.45,2812.0,1255.7
vellore,Red Sandy Loam,Millets,2024,Summer,5.95,0.19,0.72,330.0,17.5,134.8,2.73,1027.6,2805.4
krishnagiri,Red Loam,Cotton,2015,Summer,6.12,0.44,0.59,180.2,23.9,139.8,0.77,408.0,313.0
madurai,Black Clay Loam,Sorghum,2022,Kharif,6.55,0.61,0.79,248.2,10.9,185.0,1.21,1432.9,1733.7
trichy,Black Cotton Soil,Sorghum,2021,Kharif,7.82,0.4,0.76,208.4,6.2,185.6,0.39,1392.9,548.3
kovilpatti,Red Sandy Loam,Cotton,2019,Rabi,7.94,0.78,0.99,230.5,19.8,113.8,0.84,420.3,352.2
trichy,Black Cotton Soil,Millets,2019,Rabi,7.04,0.44,0.78,290.8,16.8,316.7,1.47,1313.6,1934.5
nagapattinam,Coastal Alluvial,Pulses,2017,Rabi,6.37,0.4,0.79,251.6,14.8,253.9,2.01,723.1,1453.9
nilgiris,Lateritic Hill Soil,Millets,2021,Summer,6.39,0.51,0.63,321.2,22.1,210.1,0.78,1023.1,796.8
kovilpatti,Red Sandy Loam,Rice,2022,Rabi,7.22,0.49,0.64,321.9,23.2,326.3,2.57,3766.3,9686.9
madurai,Black Clay Loam,Sugarcane,2016,Kharif,6.87,0.68,0.7,247.9,15.6,269.1,1.14,65242.9,74188.9
coimbatore,Red Sandy Loam,Millets,2015,Kharif,7.52,0.41,0.24,221.9,19.5,157.5,0.59,964.2,572.7
vellore,Red Sandy Loam,Rice,2017,Summer,6.12,0.83,0.72,256.7,9.4,234.1,4.72,3251.8,15348.1
trichy,Black Cotton Soil,Rice,2020,Kharif,6.54,0.76,0.5,211.9,8.0,174.0,0.73,3406.7,2476.0
trichy,Black Cotton Soil,Sorghum,2022,Rabi,7.82,0.62,0.25,249.7,33.2,267.4,0.75,1244.0,929.6
thanjavur,Alluvial Clay (Delta),Rice,2015,Kharif,6.31,0.06,0.42,292.9,15.4,162.6,3.41,3212.8,10953.3
vellore,Red Sandy Loam,Rice,2018,Rabi,6.82,0.51,0.32,245.1,3.0,206.9,1.95,2676.6,5224.7
nilgiris,Lateritic Hill Soil,Millets,2022,Rabi,6.47,0.28,0.51,328.7,15.6,260.3,2.27,1082.1,2459.6
krishnagiri,Red Loam,Millets,2021,Summer,7.37,0.42,0.36,248.9,18.5,291.3,3.11,1066.9,3320.1
coimbatore,Red Sandy Loam,Pulses,2015,Rabi,6.99,0.48,0.63,201.4,24.9,347.6,0.89,715.4,636.8
krishnagiri,Red Loam,Millets,2016,Kharif,6.72,0.5,0.8,283.9,19.7,104.2,0.2,1073.3,214.7
krishnagiri,Red Loam,Sorghum,2019,Rabi,6.12,0.93,0.85,276.1,18.4,205.1,1.37,1241.9,1698.8
trichy,Black Cotton Soil,Millets,2024,Rabi,7.15,0.07,0.38,215.2,29.3,259.0,0.52,923.5,484.6
nilgiris,Lateritic Hill Soil,Pulses,2024,Kharif,6.65,0.48,0.58,251.4,10.9,233.8,3.24,792.8,2567.9
tirunelveli,Red Loam,Pulses,2022,Kharif,6.66,0.75,0.64,197.1,23.4,182.7,0.98,754.6,741.7
madurai,Black Clay Loam,Rice,2019,Rabi,6.11,0.39,0.58,243.2,28.3,254.9,0.2,2863.1,572.6
tirunelveli,Red Loam,Sorghum,2017,Kharif,6.68,0.21,0.69,264.6,19.0,211.9,1.04,1401.3,1454.3
krishnagiri,Red Loam,Sorghum,2016,Kharif,7.76,0.38,1.02,357.3,12.6,170.4,0.61,1448.2,885.5
thanjavur,Alluvial Clay (Delta),Sugarcane,2024,Kharif,6.83,0.34,0.61,187.4,11.3,62.1,0.69,65227.2,44692.4
tirunelveli,Red Loam,Pulses,2024,Rabi,7.99,0.52,0.88,209.8,16.2,239.2,3.22,804.4,2590.9
thanjavur,Alluvial Clay (Delta),Sugarcane,2021,Rabi,6.88,0.58,0.46,381.0,3.0,267.1,0.71,62942.5,44565.8
tirunelveli,Red Loam,Rice,2015,Summer,7.7,0.31,0.81,169.3,26.1,186.8,0.56,3508.8,1952.5
kovilpatti,Red Sandy Loam,Rice,2015,Summer,7.44,0.19,0.66,267.0,6.8,138.7,0.34,3115.7,1051.3
nagapattinam,Coastal Alluvial,Rice,2024,Kharif,6.16,0.71,0.46,182.8,17.8,215.6,3.19,2946.0,9401.0
kovilpatti,Red Sandy Loam,Pulses,2016,Kharif,6.96,0.33,0.53,245.0,14.9,194.9,1.58,738.1,1162.9
trichy,Black Cotton Soil,Cotton,2024,Kharif,6.73,0.45,0.56,197.1,27.4,248.8,0.25,390.7,99.5
kovilpatti,Red Sandy Loam,Sugarcane,2015,Kharif,6.84,0.16,0.72,184.1,10.7,278.9,2.56,72112.1,184749.5
tirunelveli,Red Loam,Millets,2018,Summer,6.41,0.32,0.66,224.3,28.1,243.9,0.77,1001.6,767.2
madurai,Black Clay Loam,Sugarcane,2020,Rabi,6.65,0.76,0.38,271.5,11.2,256.6,4.07,66778.6,271702.1
thanjavur,Alluvial Clay (Delta),Cotton,2021,Summer,5.92,0.35,0.75,270.9,23.9,256.5,0.91,466.5,424.8
coimbatore,Red Sandy Loam,Pulses,2024,Kharif,6.38,0.5,0.1,314.5,13.8,378.6,7.58,714.0,5412.2
madurai,Black Clay Loam,Sorghum,2018,Rabi,5.7,0.29,0.78,252.6,23.6,258.0,1.46,1271.6,1859.5
nilgiris,Lateritic Hill Soil,Rice,2024,Summer,6.39,0.63,0.64,311.0,10.9,336.7,2.07,3663.0,7565.0
trichy,Black Cotton Soil,Pulses,2018,Rabi,7.21,0.44,0.78,163.9,10.5,273.6,1.89,715.3,1353.3
madurai,Black Clay Loam,Sorghum,2023,Rabi,6.64,0.52,0.3,180.0,16.6,225.5,2.96,1267.6,3750.7
thanjavur,Alluvial Clay (Delta),Millets,2016,Kharif,7.52,0.63,1.01,232.4,15.5,308.0,2.95,1030.0,3040.3
krishnagiri,Red Loam,Sugarcane,2024,Rabi,6.99,0.49,0.39,277.7,16.6,145.3,2.26,67183.4,151680.3
thanjavur,Alluvial Clay (Delta),Pulses,2018,Kharif,7.32,0.35,0.81,350.3,23.1,163.3,0.2,780.8,156.2
tirunelveli,Red Loam,Pulses,2021,Summer,7.13,0.47,0.51,235.0,3.0,267.8,1.86,712.5,1327.9
kovilpatti,Red Sandy Loam,Sugarcane,2017,Kharif,6.11,0.49,0.57,295.5,15.3,303.6,1.98,67012.9,132374.0
krishnagiri,Red Loam,Sorghum,2021,Summer,5.36,0.44,0.62,234.6,23.9,201.7,0.69,1085.9,749.0
madurai,Black Clay Loam,Sugarcane,2018,Rabi,7.79,0.61,0.82,194.1,13.3,244.2,1.53,72382.8,110763.3
tirunelveli,Red Loam,Pulses,2017,Rabi,6.43,0.47,0.52,307.5,22.4,214.4,2.87,636.1,1822.9
tirunelveli,Red Loam,Millets,2022,Rabi,5.72,0.49,0.34,182.4,22.0,304.2,3.22,977.0,3141.2
krishnagiri,Red Loam,Pulses,2024,Rabi,7.06,0.84,0.55,189.7,11.5,278.5,2.99,738.3,2206.4
thanjavur,Alluvial Clay (Delta),Pulses,2022,Summer,6.49,0.88,0.67,184.8,5.8,276.6,4.36,673.0,2934.9
trichy,Black Cotton Soil,Millets,2015,Summer,7.54,0.05,0.31,253.1,12.1,213.8,0.2,1056.3,211.3
tirunelveli,Red Loam,Cotton,2018,Rabi,7.07,0.25,0.32,138.8,7.2,125.1,1.94,481.0,933.3
trichy,Black Cotton Soil,Cotton,2024,Summer,6.33,0.53,0.58,235.4,10.8,321.6,0.92,505.4,467.0
thanjavur,Alluvial Clay (Delta),Cotton,2015,Kharif,6.68,0.47,0.85,294.5,13.4,201.7,0.22,446.9,99.6
thanjavur,Alluvial Clay (Delta),Sorghum,2023,Rabi,6.18,0.66,0.58,322.4,8.7,80.6,1.14,1441.1,1646.5
nagapattinam,Coastal Alluvial,Millets,2020,Summer,5.96,0.25,0.67,179.0,12.1,106.7,1.66,1033.2,1719.7
madurai,Black Clay Loam,Pulses,2019,Rabi,7.64,0.41,0.96,199.5,15.6,359.4,0.86,701.8,605.8
trichy,Black Cotton Soil,Rice,2017,Summer,6.66,0.61,0.49,153.0,20.0,304.6,0.78,3098.0,2428.9
trichy,Black Cotton Soil,Rice,2023,Summer,7.63,0.15,0.9,243.1,21.5,125.9,1.77,3368.3,5957.2
nagapattinam,Coastal Alluvial,Rice,2020,Kharif,7.64,0.56,0.24,247.9,14.4,236.4,1.05,2828.6,2968.9
tirunelveli,Red Loam,Pulses,2020,Kharif,6.55,0.28,0.43,226.1,17.9,223.4,1.32,696.6,921.5
tirunelveli,Red Loam,Cotton,2019,Kharif,5.21,0.72,0.73,136.0,5.6,83.6,4.97,435.3,2165.3
thanjavur,Alluvial Clay (Delta),Cotton,2021,Summer,7.47,0.67,0.73,224.2,15.0,152.6,0.2,462.5,92.5
vellore,Red Sandy Loam,Sorghum,2023,Kharif,7.12,0.46,0.54,178.8,10.4,255.5,1.59,1304.4,2080.3
madurai,Black Clay Loam,Cotton,2021,Summer,6.35,0.36,0.73,246.7,18.3,214.6,1.79,516.7,926.4
krishnagiri,Red Loam,Pulses,2021,Rabi,7.12,0.35,0.74,184.7,20.4,59.7,0.2,760.3,152.1
vellore,Red Sandy Loam,Pulses,2021,Rabi,7.27,0.48,0.44,136.2,29.3,202.9,0.79,627.5,494.2
tirunelveli,Red Loam,Sorghum,2021,Rabi,6.69,0.55,0.7,166.7,14.3,149.7,0.46,1360.4,622.9
thanjavur,Alluvial Clay (Delta),Sorghum,2020,Summer,5.8,0.57,0.91,279.4,23.0,201.6,0.26,1701.0,437.6
coimbatore,Red Sandy Loam,Pulses,2019,Kharif,6.24,0.56,0.39,135.8,16.8,242.4,0.2,637.6,127.5
tirunelveli,Red Loam,Sugarcane,2017,Kharif,6.61,0.5,0.4,108.6,25.2,287.1,0.39,64213.9,25257.9
kovilpatti,Red Sandy Loam,Millets,2016,Kharif,7.41,0.15,0.64,313.3,11.8,159.7,0.71,1080.8,771.6
vellore,Red Sandy Loam,Rice,2016,Kharif,6.56,0.87,0.82,355.2,10.7,225.0,0.43,3111.6,1348.6
vellore,Red Sandy Loam,Millets,2023,Summer,7.44,0.57,1.01,151.2,25.6,300.3,4.83,1157.2,5591.7
nagapattinam,Coastal Alluvial,Pulses,2019,Summer,6.58,0.36,0.48,240.0,24.9,140.7,2.55,779.1,1990.0
thanjavur,Alluvial Clay (Delta),Rice,2020,Summer,7.53,0.55,0.51,195.6,23.2,200.2,0.3,2891.0,854.1
krishnagiri,Red Loam,Cotton,2016,Kharif,6.26,0.56,0.87,241.3,9.2,171.9,1.87,395.9,738.5
coimbatore,Red Sandy Loam,Sorghum,2020,Summer,6.81,0.41,0.65,272.0,24.7,167.9,0.28,1577.2,438.6
tirunelveli,Red Loam,Cotton,2023,Summer,7.63,0.61,0.43,250.9,13.4,424.5,4.69,392.5,1841.5
krishnagiri,Red Loam,Sorghum,2024,Rabi,7.06,0.4,0.47,230.9,11.2,270.3,0.5,1315.8,661.2
trichy,Black Cotton Soil,Sugarcane,2017,Rabi,6.7,0.5,0.44,216.4,22.2,264.2,7.76,71054.9,551212.4
vellore,Red Sandy Loam,Pulses,2018,Summer,6.76,0.46,0.56,231.0,25.2,214.1,0.87,767.7,668.2
coimbatore,Red Sandy Loam,Cotton,2016,Summer,6.6,0.47,0.91,188.4,31.8,246.5,2.22,473.8,1053.9
tirunelveli,Red Loam,Millets,2015,Summer,5.87,0.63,0.45,227.5,23.5,193.6,0.48,1110.8,530.6
nagapattinam,Coastal Alluvial,Rice,2022,Kharif,7.67,0.53,0.56,153.8,10.1,239.7,1.05,2403.7,2513.8
krishnagiri,Red Loam,Sugarcane,2023,Rabi,6.71,0.32,0.1,156.2,18.5,296.4,1.14,69464.8,78907.5
coimbatore,Red Sandy Loam,Rice,2024,Kharif,6.59,0.37,0.41,313.2,22.8,280.1,0.54,3078.7,1665.7
tirunelveli,Red Loam,Cotton,2019,Kharif,5.95,0.37,0.65,280.8,18.9,199.8,4.76,409.3,1946.6
thanjavur,Alluvial Clay (Delta),Sugarcane,2016,Summer,6.69,0.74,0.26,204.8,20.0,307.7,0.75,62987.7,47324.3
coimbatore,Red Sandy Loam,Sorghum,2021,Kharif,7.48,0.46,0.51,330.3,17.9,240.7,7.8,1304.9,10181.4
kovilpatti,Red Sandy Loam,Millets,2015,Rabi,7.29,0.51,0.44,154.7,14.9,183.2,3.16,1105.8,3498.2
trichy,Black Cotton Soil,Cotton,2020,Kharif,6.87,0.23,0.49,162.7,12.6,79.8,6.83,452.0,3087.1
nilgiris,Lateritic Hill Soil,Rice,2015,Summer,7.28,0.7,0.35,294.5,20.8,236.3,0.6,3216.6,1931.1
nagapattinam,Coastal Alluvial,Millets,2016,Summer,6.74,0.19,0.42,265.2,13.2,50.0,0.43,1057.4,454.2
krishnagiri,Red Loam,Millets,2019,Summer,6.8,0.66,0.55,368.2,10.4,154.6,1.07,1213.1,1294.3
trichy,Black Cotton Soil,Pulses,2023,Kharif,6.9,0.21,0.51,195.5,15.0,213.4,0.58,704.5,406.0
krishnagiri,Red Loam,Sorghum,2023,Kharif,6.73,0.53,0.44,318.9,14.6,303.8,0.38,1252.4,480.7
madurai,Black Clay Loam,Cotton,2023,Kharif,7.51,0.55,0.51,208.3,24.2,120.4,0.79,436.1,345.4
thanjavur,Alluvial Clay (Delta),Sugarcane,2015,Kharif,6.15,0.33,0.41,298.7,9.8,332.6,0.81,72583.4,58819.2
kovilpatti,Red Sandy Loam,Pulses,2016,Rabi,6.6,0.61,0.33,308.8,18.9,179.6,0.5,695.7,345.0
vellore,Red Sandy Loam,Pulses,2022,Kharif,6.68,0.45,0.51,217.7,13.6,242.4,3.88,833.0,3236.1
vellore,Red Sandy Loam,Rice,2015,Rabi,6.24,0.66,0.29,265.8,18.0,207.7,1.57,2862.0,4507.5
coimbatore,Red Sandy Loam,Sorghum,2024,Rabi,6.87,0.08,0.37,236.2,21.2,66.3,4.33,1337.6,5785.4
kovilpatti,Red Sandy Loam,Millets,2015,Kharif,7.47,0.26,0.65,267.1,8.0,293.4,1.42,1059.6,1500.2
trichy,Black Cotton Soil,Rice,2022,Kharif,6.78,0.9,0.41,366.1,16.5,196.1,1.63,3235.8,5285.1
kovilpatti,Red Sandy Loam,Rice,2023,Kharif,6.29,0.4,0.1,282.7,25.4,251.8,0.64,2970.7,1904.7
vellore,Red Sandy Loam,Pulses,2016,Rabi,7.13,0.05,0.63,157.0,10.9,149.5,2.41,702.5,1694.5
thanjavur,Alluvial Clay (Delta),Sorghum,2017,Summer,7.33,0.6,0.56,263.3,25.5,126.7,0.2,1491.7,298.3
coimbatore,Red Sandy Loam,Sorghum,2022,Summer,6.47,0.87,0.83,267.5,15.7,203.6,2.05,1375.9,2824.9
tirunelveli,Red Loam,Rice,2019,Summer,6.6,0.5,0.46,196.4,28.0,228.5,3.26,3173.1,10344.3
tirunelveli,Red Loam,Pulses,2021,Rabi,6.92,0.26,0.67,244.3,12.6,260.6,1.18,793.2,939.9
krishnagiri,Red Loam,Millets,2024,Kharif,7.42,0.65,0.59,293.4,13.0,260.8,0.72,1056.9,757.3
nagapattinam,Coastal Alluvial,Rice,2022,Rabi,6.79,0.5,0.13,273.2,14.7,354.6,1.04,2844.9,2948.3
coimbatore,Red Sandy Loam,Pulses,2019,Rabi,5.89,0.29,0.7,270.7,15.5,276.8,3.44,706.9,2432.7
tirunelveli,Red Loam,Rice,2022,Kharif,6.9,0.93,0.63,234.0,8.4,166.8,0.2,3179.5,642.3
nilgiris,Lateritic Hill Soil,Sorghum,2024,Rabi,6.55,0.67,0.54,262.7,15.3,312.5,1.0,1559.8,1553.5
krishnagiri,Red Loam,Cotton,2019,Rabi,6.33,0.35,0.23,236.3,14.7,337.9,0.73,483.7,351.8
vellore,Red Sandy Loam,Sugarcane,2019,Rabi,6.91,0.66,0.18,248.5,25.2,224.2,2.08,60880.2,126650.6
trichy,Black Cotton Soil,Cotton,2022,Rabi,6.41,0.45,0.41,252.3,22.6,106.9,0.76,445.1,336.9
nilgiris,Lateritic Hill Soil,Sorghum,2024,Rabi,7.02,0.49,0.6,340.3,20.5,274.9,0.2,1572.2,314.4
krishnagiri,Red Loam,Pulses,2023,Summer,6.61,0.52,0.72,255.0,22.9,192.3,0.41,720.3,292.2
krishnagiri,Red Loam,Millets,2017,Summer,6.17,0.53,0.3,207.6,19.9,229.7,9.73,867.3,8439.6
kovilpatti,Red Sandy Loam,Sorghum,2021,Kharif,6.6,0.39,0.48,215.6,26.8,194.5,0.2,1362.4,272.5
nilgiris,Lateritic Hill Soil,Sugarcane,2015,Kharif,7.32,0.47,0.78,216.8,11.4,319.4,5.01,64806.6,324705.9
vellore,Red Sandy Loam,Cotton,2022,Kharif,6.07,0.58,0.71,230.3,14.3,151.4,7.33,403.5,2956.8
madurai,Black Clay Loam,Millets,2023,Summer,7.53,0.35,0.76,228.8,13.9,143.4,2.54,1226.8,3116.8
madurai,Black Clay Loam,Millets,2024,Kharif,5.88,0.27,0.27,192.5,20.0,345.7,0.2,1050.9,210.2
trichy,Black Cotton Soil,Pulses,2018,Kharif,7.18,0.13,0.57,236.0,19.7,194.8,1.28,687.7,877.9
madurai,Black Clay Loam,Cotton,2024,Kharif,7.45,0.53,0.61,148.9,3.0,247.2,2.15,419.0,901.0
trichy,Black Cotton Soil,Rice,2023,Rabi,6.34,0.44,0.11,319.2,16.5,242.3,3.15,2854.6,8999.1
coimbatore,Red Sandy Loam,Sugarcane,2015,Rabi,6.85,0.54,0.75,170.9,20.5,348.1,6.52,70527.0,459760.9
krishnagiri,Red Loam,Cotton,2019,Summer,6.69,0.55,0.55,258.4,28.9,196.0,7.41,416.0,3082.8
coimbatore,Red Sandy Loam,Pulses,2019,Kharif,7.39,0.43,0.33,161.5,29.6,208.8,1.38,734.6,1014.1
nilgiris,Lateritic Hill Soil,Millets,2024,Summer,7.46,0.14,0.1,274.3,19.5,143.7,0.6,945.8,565.3
kovilpatti,Red Sandy Loam,Sugarcane,2017,Rabi,5.86,0.29,0.58,227.7,11.0,100.7,0.68,67068.2,45930.9
madurai,Black Clay Loam,Sugarcane,2022,Summer,6.34,0.76,0.39,164.1,21.1,306.1,4.99,68456.9,341920.8
nilgiris,Lateritic Hill Soil,Rice,2018,Kharif,7.89,0.82,0.45,259.5,7.2,52.6,0.33,3221.4,1074.6
trichy,Black Cotton Soil,Cotton,2019,Rabi,8.31,0.44,0.6,148.7,18.9,355.2,8.34,345.7,2883.8
vellore,Red Sandy Loam,Sorghum,2017,Summer,7.61,0.14,0.31,326.1,15.9,321.7,1.55,1335.0,2064.6
tirunelveli,Red Loam,Sugarcane,2018,Kharif,7.15,0.3,0.44,215.3,15.2,187.1,1.29,72317.7,93620.8
kovilpatti,Red Sandy Loam,Sugarcane,2016,Rabi,7.58,0.49,0.67,181.3,16.2,257.6,2.28,57961.5,132129.1
